1,Item,,Description,Qty Now,Qty Coming in 7 Days,Qty Coming in 30 Days,,,,Cat 15-16,,Cat 16-17,,
10716,CM7604IV-CK-FB,,"Upholstered Cal King Size Bed FB, Ivory Finish (16-P92)",,,,,,847289095255,DSC,,.,,D
10717,CM7604IV-CK-HB,,"Upholstered Cal King Size Bed HB, 39pcs slats, Ivory Finish (16-P92)",,,,,,847289095248,DSC,,.,,D
10718,CM7604IV-CK-R,,"Upholstered Cal King Size Bed Rail, Ivory Finish (16-P92)",,,,,,847289095262,DSC,,.,,D
10720,CM7604IV-EK-FB,,"Upholstered Eastern King Size Bed FB, Ivory Finish (16-P92)",,,,,,847289095224,DSC,,.,,D
10721,CM7604IV-EK-HB,,"Upholstered Eastern King Size Bed HB, 39pcs slats, Ivory Finish (16-P92)",,,,,,847289095217,DSC,,.,,D
10722,CM7604IV-EK-R,,"Upholstered Eastern King Size Bed Rail, Ivory Finish (16-P92)",,,,,,847289095231,DSC,,.,,D
10724,CM7604IV-F-FB,,"Upholstered Full Size Bed FB, Ivory Finish (16-P92)",16,,,,,847289095316,DSC,,.,,D
10725,CM7604IV-F-HB,,"Upholstered Full Size Bed HB,26pcs slats, Ivory Finish (16-P92)",17,,,,,847289095309,DSC,,.,,D
10726,CM7604IV-F-R,,"Upholstered Full Size Bed Rail, Ivory Finish (16-P92)",15,,,,,847289095323,DSC,,.,,D
10728,CM7604IV-Q-FB,,"Upholstered Queen Size Bed FB, Ivory Finish (16-P92)",11,,,,,847289095286,DSC,,.,,D
10729,CM7604IV-Q-HB,,"Upholstered Queen Size Bed HB,26pcs slats, Ivory Finish (16-P92)",9,,,,,847289095279,DSC,,.,,D
10730,CM7604IV-Q-R,,"Upholstered Queen Size Bed Rail, Ivory Finish (16-P92)",10,,,,,847289095293,DSC,,.,,D
10731,CM7604IV-T-BED,,TWIN BED (15-P88),11,,,,,7084,.,,.,,D
10732,CM7604IV-T-FB,,"Upholstered Twin Size Bed FB, Ivory Finish (15-P88)",13,,,,,847289095347,.,,.,,D
10733,CM7604IV-T-HB,,"Upholstered Twin Size Bed HB, IvoryFinish (15-P88)",12,,,,,847289095330,.,,.,,D
10734,CM7604IV-T-R,,"Upholstered Twin Size Bed Rail,12 Pcs Slats, Ivory Finish (15-P88)",11,,,,,847289095354,.,,.,,D
10736,CM7605CK-FB/R,,"Upholstered Cal King Size Bed Footboard, Rail & 3 Metal Slats, Dark Gray Finish (16-P106)",,,,,,847289001133,DSC,,.,,D
10737,CM7605CK-HB,,"Upholstered Cal King Size Bed Headboard, Dark Gray Finish (16-P106)",,,,,,847289001126,DSC,,.,,D
10739,CM7605EK-FB/R,,"Upholstered Eastern King Size Bed Footboard, Rail & 3 Metal Slats, Dark Gray Finish (16-P106)",,,,,,847289001119,DSC,,.,,D
10740,CM7605EK-HB,,"Upholstered Eastern King Size Bed Headboard, Dark Gray Finish (16-P106)",,,,,,847289001102,DSC,,.,,D
10742,CM7605F-FB/R,,"Upholstered Full Size Bed Footboard, Rail & 3 Metal Slats, Dark Gray Finish (16-P106)",,,,,,847289001171,DSC,,.,,D
10743,CM7605F-HB,,"Upholstered Full Size Bed Headboard, Dark Gray Finish (16-P106)",,,,,,847289001164,DSC,,.,,D
10744,CM7605Q-4PC,,QUEEN BED + 1NS + DRESSER + MIRROR (15-P85),,,,,,7097,.,,.,,D
10745,CM7605Q-5PC-2NS,,QUEEN BED + 2NS + DRESSER + MIRROR (15-P85),,,,,,7098,.,,.,,D
10746,CM7605Q-5PC-CHEST,,QUEEN BED + 1NS + DRESSER + MIRROR + CHEST (15-P85),,,,,,7099,.,,.,,D
10748,CM7605Q-FB/R,,"Upholstered Queen Size Bed Footboard, Rail & 3 Metal Slats, Dark Gray Finish (16-P106)",38,,,,,847289001157,DSC,,.,,D
10749,CM7605Q-HB,,"Upholstered Queen Size Bed Headboard, Dark Gray Finish (16-P106)",35,,,,,847289001140,DSC,,.,,D
10750,CM7606C,,"Chest, Dark Oak Finish (15-P52)",,,,,,847289089056,.,,.,,D
10751,CM7606CK-BED,,CAL.KING BED (15-P52),18,,,,,7104,.,,.,,D
10752,CM7606CK-FB,,"Cal King Size Bed Footboard w/2 Drawer, Dark Oak Finish (15-P52)",18,,,,,847289088974,.,,.,,D
10753,CM7606CK-HB,,"Cal King Size Bed Headboard, Dark Oak Finish (15-P52)",20,,,,,847289088967,.,,.,,D
10754,CM7606CK-R,,"Cal King Size Bed Rail, 9Pcs Short Slats & 1pc Long Slats, Dark Oak Finish (15-P52)",20,,,,,847289088981,.,,.,,D
10755,CM7606D,,"Dresser, Dark Oak Finish (15-P52)",,,,,,847289089032,.,,.,,D
10756,CM7606EK-BED,,E.KING BED (15-P52),,,,,,7109,.,,.,,D
10757,CM7606EK-FB,,"Eastern King Size Bed Footboard w/2 Drawer, Dark Oak Finish (15-P52)",,,,,,847289088943,.,,.,,D
10758,CM7606EK-HB,,"Eastern King Size Bed Headboard, Dark Oak Finish (15-P52)",11,,,,,847289088936,.,,.,,D
10759,CM7606EK-R,,"Eastern King Size Bed Rail, 9Pcs Short Slats & 1pc Long Slats, Dark Oak Finish (15-P52)",10,,,,,847289088950,.,,.,,D
10760,CM7606M,,"Mirror, 5mm, Beveled, Dark Oak Finish (15-P52)",28,,,,,847289089049,.,,.,,D
10761,CM7606N,,"Night stand, Dark Oak Finish (15-P52)",,,,,,847289089025,.,,.,,D
10762,CM7606Q-4PC,,QUEEN BED + 1NS + DRESSER + MIRROR (15-P52),,,,,,7115,.,,.,,D
10763,CM7606Q-5PC-2NS,,QUEEN BED + 2NS + DRESSER + MIRROR (15-P52),,,,,,7116,.,,.,,D
10764,CM7606Q-5PC-CHEST,,QUEEN BED + 1NS + DRESSER + MIRROR + CHEST (15-P52),,,,,,7117,.,,.,,D
10765,CM7606Q-BED,,QUEEN BED (15-P52),,,,,,7118,.,,.,,D
10766,CM7606Q-FB,,"Queen Size Bed Footboard w/2 Drawer, Dark Oak Finish (15-P52)",,,,,,847289089001,.,,.,,D
10767,CM7606Q-HB,,"Queen Size Bed Headboard, Dark Oak Finish (15-P52)",,,,,,847289088998,.,,.,,D
10768,CM7606Q-R,,"Queen Size Bed Rail, 9Pcs Short Slats & 1pc Long Slats, Dark Oak Finish (15-P52)",,,,,,847289089018,.,,.,,D
10769,CM7607C,,"Chest, Cognac finish (16-P59)",,,,,,847289081364,DSC,,.,,D
10770,CM7607CK-BED,,"C KING SIZE BED, 3 CTN (16-P59)",,,,,,7123,DSC,,.,,D
10771,CM7607CK-FB,,"Cal King size bed FB, Cognac finish (16-P59)",,,,,,847289081289,DSC,,.,,D
10772,CM7607CK-HB,,"Cal King size bed HB, Cognac finish (16-P59)",,,,,,847289081272,DSC,,.,,D
10773,CM7607CK-R,,"Cal King size bed rail. 4pcs slats, Cognac finish (16-P59)",,,,,,847289081296,DSC,,.,,D
10774,CM7607D,,"Dresser, Cognac finish (16-P59)",,,,,,847289081340,DSC,,.,,D
10775,CM7607EK-BED,,"E KING SIZE BED, 3 CTN (16-P59)",,,,,,7128,DSC,,.,,D
10776,CM7607EK-FB,,"E King size bed FB, Cognac finish (16-P59)",,,,,,847289081258,DSC,,.,,D
10777,CM7607EK-HB,,"E King size bed HB, Cognac finish (16-P59)",,,,,,847289081241,DSC,,.,,D
10778,CM7607EK-R,,"E King size bed rail. 4pcs slats, Cognac finish (16-P59)",,,,,,847289081265,DSC,,.,,D
10779,CM7607M,,"5mm beveled Mirror, Cognac finish (16-P59)",,,,,,847289081357,DSC,,.,,D
10780,CM7607N,,"Night stand, Cognac finish (16-P59)",,,,,,847289081333,DSC,,.,,D
10784,CM7607Q-BED,,"QUEEN SIZE BED, 3 CTN (16-P59)",7,,,,,7138,DSC,,.,,D
10785,CM7607Q-FB,,"Queen size bed FB, Cognac finish (16-P59)",12,,,,,847289081319,DSC,,.,,D
10786,CM7607Q-HB,,"Queen size bed HB, Cognac finish (16-P59)",7,,,,,847289081302,DSC,,.,,D
10787,CM7607Q-R,,"Queen size bed rail. 4pcs slats, Cognac finish (16-P59)",14,,,,,847289081326,DSC,,.,,D
10788,CM7607TV,,"Media Chest, Cognac finish (16-P59)",6,,,,,847289081371,DSC,,.,,D
10789,CM7608C,,"Chest, Tobacco finish (15-P41)",,,,,,847289081500,.,,.,,D
10790,CM7608CK-BED,,"C KING SIZE BED, 3 CTN (15-P41)",,,,,,7144,.,,.,,D
10791,CM7608CK-FB,,"Cal King size bed FB, Tobacco finish (15-P41)",,,,,,847289081425,.,,.,,D
10792,CM7608CK-HB,,"Cal King size bed HB, Tobacco finish (15-P41)",,,,,,847289081418,.,,.,,D
10793,CM7608CK-R,,"Cal King size bed rail, 4pcs slats, Tobacco finish (15-P41)",,,,,,847289081432,.,,.,,D
10794,CM7608D,,"Dresser, Tobacco finish (15-P41)",11,,,,,847289081487,.,,.,,D
10795,CM7608EK-BED,,"E KING SIZE BED, 3 CTN (15-P41)",,,,,,7149,.,,.,,D
10796,CM7608EK-FB,,"E King size bed FB, Tobacco finish (15-P41)",,,,,,847289081395,.,,.,,D
10797,CM7608EK-HB,,"E King size bed HB, Tobacco finish (15-P41)",,,,,,847289081388,.,,.,,D
10798,CM7608EK-R,,"E King size bed rail, 4pcs slats, Tobacco finish (15-P41)",,,,,,847289081401,.,,.,,D
10799,CM7608M,,"5mm beveled Mirror, Tobacco finish (15-P41)",29,,,,,847289081494,.,,.,,D
10800,CM7608N,,"Night stand, Tobacco fnish (15-P41)",,,,,,847289081470,.,,.,,D
10801,CM7608Q-4PC,,"QUEEN SIZE BED+DRESSER+MIRROR+1NS, 6 CTN (15-P41)",,,,,,7156,.,,.,,D
10802,CM7608Q-5PC-2NS,,"QUEEN SIZE BED+DRESSER+MIRROR+2NS, 7 CTN (15-P41)",,,,,,7157,.,,.,,D
10803,CM7608Q-5PC-CHEST,,"QUEEN SIZE BED+DRESSER+MIRROR+1NS+CHEST, 7 CTN (15-P41)",,,,,,7158,.,,.,,D
10804,CM7608Q-BED,,"QUEEN SIZE BED, 3 CTN (15-P41)",,,,,,7159,.,,.,,D
10805,CM7608Q-FB,,"Queen size bed FB, Tobacco finish (15-P41)",7,,,,,847289081456,.,,.,,D
10806,CM7608Q-HB,,"Queen size bed HB, Tobacco finish (15-P41)",,,,,,847289081449,.,,.,,D
10807,CM7608Q-R,,"Queen size bed rail, 4pcs slats, Tobacco finish (15-P41)",6,,,,,847289081463,.,,.,,D
10808,CM7608TV,,"Media Chest, Tobacco finish (15-P41)",,,,,,847289081517,.,,.,,D
10917,CM7617C,,"CHEST, WHITE FINISH (15-P135)",,,,,,847289038122,.,,.,,D
10918,CM7617D,,"DRESSER, WHITE FINISH (15-P612)",,,,,,847289038108,.,,.,,D
10919,CM7617DK,,"DESK, WHITE FINISH (15-P135)",,,,,,847289038146,.,,.,,D
10920,CM7617HC,,"HUTCH, WHITE FINISH (15-P135)",,,,,,847289038139,.,,.,,D
10921,CM7617M,,"MIRROR, WHITE FINISH (15-P612)",,,,,,847289038115,.,,.,,D
10922,CM7617N,,"NIGHT STAND, WHITE FINISH (15-P612)",,,,,,847289038092,.,,.,,D
10923,CM7617SL-F-4PC,,FULL BED + NS + DRESSER + MIRROR (15-P612),,,,,,7280,.,,.,,D
10924,CM7617SL-F-BED,,FULL SIZE BED (3CTN) (15-P135),7,,,,,7281,.,,.,,D
10925,CM7617SL-F-FB,,"ADRIANA II FULL SIZE SLEIGH BED FB, WHITE FINISH (15-P612)",9,,,,,847289038160,.,,.,,D
10926,CM7617SL-F-HB,,"ADRIANA II FULL SIZE SLEIGH BED HB, WHITE FINISH (15-P612)",12,,,,,847289038153,.,,.,,D
10927,CM7617SL-F-R3,,"ADRIANA II FULL SIZE SLEIGH BED RAIL & 3 SLATS, WHITE FINISH (15-P612)",7,,,,,847289038177,.,,.,,D
10928,CM7617SL-T-4PC,,TWIN BED + NS + DRESSER + MIRROR (15-P135),,,,,,7285,.,,.,,D
10929,CM7617SL-T-BED,,TWIN SIZE BED (3CTN) (15-P135),,,,,,7286,.,,.,,D
10930,CM7617SL-T-FB,,"ADRIANA II TWIN SIZE SLEIGH BED FB, WHITE FINISH (15-P135)",,,,,,847289038191,.,,.,,D
10931,CM7617SL-T-HB,,"ADRIANA II TWIN SIZE SLEIGH BED HB, WHITE FINISH (15-P135)",,,,,,847289038184,.,,.,,D
10932,CM7617SL-T-R3,,"ADRIANA II TWIN SIZE SLEIGH BED RAIL & 3 SLATS, WHITE FINISH (15-P135)",10,,,,,847289038207,.,,.,,D
10933,CM7617Y-F-4PC,,FULL BED + NS + DRESSER + MIRROR (15-P612),,,,,,7290,.,,.,,D
10934,CM7617Y-F-BED,,FULL SIZE BED (3CTN) (15-P135),,,,,,7291,.,,.,,D
10935,CM7617Y-F-FB,,"ADRIANA I FULL SIZE BED FB, WHITE FINISH (15-P612)",,,,,,847289038047,.,,.,,D
10936,CM7617Y-F-HB,,"ADRIANA I FULL SIZE BED HB, WHITE FINISH (15-P612)",10,,,,,847289038030,.,,.,,D
10937,CM7617Y-F-R3,,"ADRIANA I FULL SIZE BED RAIL & 3 SLATS, WHITE FINISH (15-P612)",,,,,,847289038054,.,,.,,D
10938,CM7617Y-T-4PC,,TWIN BED + NS + DRESSER + MIRROR (15-P135),,,,,,7295,.,,.,,D
10939,CM7617Y-T-BED,,TWIN SIZE BED (3CTN) (15-P135),17,,,,,7296,.,,.,,D
10940,CM7617Y-T-FB,,"ADRIANA I TWIN SIZE BED FB, WHITE FINISH (15-P135)",17,,,,,847289038078,.,,.,,D
10941,CM7617Y-T-HB,,"ADRIANA I TWIN SIZE BED HB, WHITE FINISH (15-P135)",27,,,,,847289038061,.,,.,,D
10942,CM7617Y-T-R3,,"ADRIANA I TWIN SIZE BED RAIL & 3 SLATS, WHITE FINISH (15-P135)",32,,,,,847289038085,.,,.,,D
10952,CM7623CK-FBC,,CAL.KING BED FOOTBOARD W/ BOOKCASE (18-P16),,,,09-03-2018,,841403145376,23,,16,,D
10958,CM7623EK-FBC,,E.KING BED FOOTBOARD W/ BOOKCASE (18-P16),,,,09-03-2018,,841403145369,23,,16,,D
10968,CM7623Q-FBC,,QUEEN BED FOOTBOARD W/ BOOKCASE (18-P16),,,,09-03-2018,,841403145383,23,,16,,D
10986,CM7626BL-C,,Chest (17-P157),11,,,,,847289078845,157,,DSC,,D
10987,CM7626BL-D,,Dresser (17-P157),26,,,,,847289078821,157,,DSC,,D
10988,CM7626BL-F-1,,"Full Bed Headboard, Footboard (17-P157)",,,,,,847289072881,157,,DSC,,D
10989,CM7626BL-F-2,,Full Bed Rail (17-P157),,,,,,847289072898,157,,DSC,,D
10992,CM7626BL-N,,Night Stand (17-P157),132,,,,,847289078814,157,,DSC,,D
10993,CM7626BL-T-1,,"Twin Bed Headboard, Footboard (17-P157)",,,,,,847289074687,157,,DSC,,D
10994,CM7626BL-T-2,,Twin Bed Rail (17-P157),,,,,,847289074694,157,,DSC,,D
10997,CM7626M,,Mirror (17-P157),70,,,,,847289078838,157,,DSC,,D
10998,CM7626PK-C,,Chest (17-P157),48,,,,,847289078906,157,,DSC,,D
10999,CM7626PK-D,,Dresser (17-P157),24,,,,,847289078883,157,,DSC,,D
11000,CM7626PK-F-1,,"Full Bed Headboard, Footboard (17-P157)",,,,,,847289075325,157,,DSC,,D
11001,CM7626PK-F-2,,Full Bed Rail (17-P157),,,,,,847289075332,157,,DSC,,D
11004,CM7626PK-N,,Night Stand (17-P157),154,,,,,847289078876,157,,DSC,,D
11005,CM7626PK-T-1,,"Twin Bed Headboard, Footboard (17-P157)",,,,,,847289075356,157,,DSC,,D
11006,CM7626PK-T-2,,Twin Bed Rail (17-P157),,,,,,847289075363,157,,DSC,,D
11010,CM7627CK-FB,,Cal.King Bed Footboard (17-P20),7,,,,,847289089964,20,,DSC,,D
11011,CM7627CK-HB,,Cal.King Bed Headboard (17-P20),8,,,,,847289084747,20,,DSC,,D
11012,CM7627CK-R,,Cal.King Bed Rail (17-P20),8,,,,,847289089971,20,,DSC,,D
11014,CM7627EK-FB,,E.King Bed Footboard (17-P20),8,,,,,847289082996,20,,DSC,,D
11015,CM7627EK-HB,,E.King Bed Headboard (17-P20),10,,,,,847289082941,20,,DSC,,D
11016,CM7627EK-R,,E.King Bed Rail (17-P20),12,,,,,847289084730,20,,DSC,,D
11017,CM7627N,,Night Stand (17-P20),103,,,,,847289043973,20,,DSC,,D
11022,CM7627Q-FB,,Queen Bed Footboard (17-P20),77,,,,,847289089995,20,,DSC,,D
11023,CM7627Q-HB,,Queen Bed Headboard (17-P20),76,,,,,847289089988,20,,DSC,,D
11024,CM7627Q-R,,Queen Bed Rail (17-P20),69,,,,,847289090007,20,,DSC,,D
11059,CM7650DK-C,,CHEST (16-P83),,,,,,847289029304,DSC,,.,,D
11061,CM7650DK-CK-FB,,CAL.KING BED F/B (16-P83),,,,,,847289029311,DSC,,.,,D
11062,CM7650DK-CK-HB,,CAL.KING BED H/B (16-P83),,,,,,847289029328,DSC,,.,,D
11063,CM7650DK-CK-R,,CAL.KING BED RAIIL (16-P83),,,,,,847289029335,DSC,,.,,D
11064,CM7650DK-D,,DRESSER (16-P83),19,,,,,847289029342,DSC,,.,,D
11066,CM7650DK-EK-FB,,EASTERN KING SIZE BED FB (16-P83),,,,,,847289029359,DSC,,.,,D
11067,CM7650DK-EK-HB,,EASTERN  KING SIZE BED HB (16-P83),,,,,,847289029366,DSC,,.,,D
11068,CM7650DK-EK-R,,EASTERN KING SIZE BED RAIL (16-P83),,,,,,847289029373,DSC,,.,,D
11070,CM7650DK-F-FB,,FULL SIZE BED F/B (16-P83),6,,,,,847289029380,DSC,,.,,D
11071,CM7650DK-F-HB,,FULL SIZE BED H/B (16-P83),,,,,,847289029397,DSC,,.,,D
11072,CM7650DK-F-R,,FULL SIZE BED RAIL (16-P83),,,,,,847289029403,DSC,,.,,D
11073,CM7650DK-M,,MIRROR (16-P83),21,,,,,847289029410,DSC,,.,,D
11074,CM7650DK-N,,NIGHT STAND (16-P83),,,,,,847289029427,DSC,,.,,D
11079,CM7650DK-Q-FB,,QUEEN SIZE BED F/B (16-P83),,,,,,847289029434,DSC,,.,,D
11080,CM7650DK-Q-HB,,QUEEN SIZE BED H/B (16-P83),,,,,,847289029441,DSC,,.,,D
11081,CM7650DK-Q-R,,QUEEN SIZE BED RAIL (16-P83),,,,,,847289029458,DSC,,.,,D
11082,CM7650LDK-CK-BED,,CAL. KING BED 3CTN (16-P83),,,,,,7366,DSC,,.,,D
11083,CM7650LDK-CK-FB,,CAL. KING BED (W/FLATFORM) F/B (16-P83),16,,,,,847289029465,DSC,,.,,D
11084,CM7650LDK-CK-HB,,CAL. KING BED (W/FLATFORM) H/B (16-P83),,,,,,847289029472,DSC,,.,,D
11085,CM7650LDK-CK-R,,CAL. KING BED (W/FLATFORM) RAIL (16-P83),9,,,,,847289029489,DSC,,.,,D
11087,CM7650LDK-EK-FB,,EASTERN KING BED W/FLATFORM FB (16-P83),,,,,,847289029496,DSC,,.,,D
11088,CM7650LDK-EK-HB,,EASTERN KING BED W/FLATFORM HB (16-P83),6,,,,,847289029502,DSC,,.,,D
11089,CM7650LDK-EK-R,,EASTERN KING BED (W/FLATFORM) RAIL (16-P83),7,,,,,847289029519,DSC,,.,,D
11091,CM7650LDK-F-FB,,FULL SIZE BED (W/FLATFORM) F/B (16-P83),,,,,,847289029526,DSC,,.,,D
11092,CM7650LDK-F-HB,,FULL SIZE BED (W/FLATFORM) H/B (16-P83),,,,,,847289029533,DSC,,.,,D
11093,CM7650LDK-F-R,,FULL SIZE BED (W/FLATFORM) RAIL (16-P83),,,,,,847289029540,DSC,,.,,D
11098,CM7650LDK-Q-FB,,QUEEN SIZE BED (W/PLATFORM) F/B (16-P83),9,,,,,847289029557,DSC,,.,,D
11099,CM7650LDK-Q-HB,,QUEEN SIZE BED (W/PLATFORM) H/B  09-P25 (16-P83),,,,,,847289029564,DSC,,.,,D
11100,CM7650LDK-Q-R,,QUEEN SIZE BED (W/PLATFORM) RAIL (16-P83),9,,,,,847289029571,DSC,,.,,D
11164,CM7660CK-HBFB,,"Cal.King Bed Headboard, Footboard, 4 Pc. Slats (17-P93)",27,,,,,841403139863,93,,DSC,,D
11165,CM7660CK-R,,Cal.King Bed Rail (17-P93),27,,,,,841403139870,93,,DSC,,D
11166,CM7660D,,Dresser (17-P93),,,,,,841403139917,93,,DSC,,D
11168,CM7660EK-HBFB,,"E.King Bed Headboard, Footboard, 4 Pc. Slats (17-P93)",24,,,,,841403139849,93,,DSC,,D
11169,CM7660EK-R,,E.King Bed Rail (17-P93),25,,,,,841403139856,93,,DSC,,D
11170,CM7660M,,Mirror (17-P93),13,,,,,841403139924,93,,DSC,,D
11171,CM7660N,,Night Stand (17-P93),124,,,,,841403139900,93,,DSC,,D
11176,CM7660Q-HBFB,,"Queen Bed Headboard, Footboard, 4 Pc. Slats (17-P93)",,,,,,841403139887,93,,DSC,,D
11177,CM7660Q-R,,Queen Bed Rail (17-P93),6,,,,,841403139894,93,,DSC,,D
11259,CM7666BR-Q,,"Queen Bed Frame in Brown PU, 26pcs slats (15-P124)",,,,,,847289075226,.,,.,,D
11260,CM7666WH-Q,,Queen Bed Frame In White (15-P124),,,,,,847289003922,.,,.,,D
11305,CM7671C,,Chest (17-P78),,,,,,841403123442,78,,DSC,,D
11307,CM7671CK-FB,,Cal.King Bed Footboard (17-P78),,,,,,841403123275,78,,DSC,,D
11308,CM7671CK-HB,,Cal.King Bed Headboard (17-P78),,,,,,841403123268,78,,DSC,,D
11309,CM7671CK-R,,Cal.King Bed Rail (17-P78),,,,,,841403123282,78,,DSC,,D
11310,CM7671D,,Dresser (17-P78),71,,,,,841403123428,78,,DSC,,D
11312,CM7671EK-FB,,E.King Bed Footboard (17-P78),,,,,,841403123244,78,,DSC,,D
11313,CM7671EK-HB,,E.King Bed Headboard (17-P78),,,,,,841403123237,78,,DSC,,D
11314,CM7671EK-R,,E.King Bed Rail (17-P78),,,,,,841403123251,78,,DSC,,D
11315,CM7671M,,Mirror (17-P78),41,,,,,841403123435,78,,DSC,,D
11316,CM7671N,,Night Stand (17-P78),16,,,,,841403123411,78,,DSC,,D
11321,CM7671Q-FB,,Q Sizebed Footboard (17-P78),16,,,,,841403123305,78,,DSC,,D
11322,CM7671Q-HB,,Queen Bed Headboard (17-P78),15,,,,,841403123299,78,,DSC,,D
11323,CM7671Q-R,,Queen Bed Rail (17-P78),15,,,,,841403123312,78,,DSC,,D
11325,CM7672CK-FB,,Cal.King Bed Footboard (17-P78),11,,,,,841403123367,78,,DSC,,D
11326,CM7672CK-HB,,Cal.King Bed Headboard (17-P78),9,,,,,841403123350,78,,DSC,,D
11327,CM7672CK-R,,Cal.King Bed Rail (17-P78),7,,,,,841403123374,78,,DSC,,D
11329,CM7672EK-FB,,E.King Bed Footboard (17-P78),34,,,,,841403123336,78,,DSC,,D
11330,CM7672EK-HB,,E.King Bed Headboard (17-P78),32,,,,,841403123329,78,,DSC,,D
11331,CM7672EK-R,,E.King Bed Rail (17-P78),33,,,,,841403123343,78,,DSC,,D
11336,CM7672Q-FB,,Queen Bed Footboard (17-P78),56,,,,,841403123398,78,,DSC,,D
11337,CM7672Q-HB,,Queen Bed Headboard (17-P78),54,,,,,841403123381,78,,DSC,,D
11338,CM7672Q-R,,Queen Bed Rail (17-P78),56,,,,,841403123404,78,,DSC,,D
11390,CM7676CK-FBR,,"Cal.King Bed Footboard, Rail (17-P131)",,,,,,841403139146,131,,DSC,,D
11391,CM7676CK-HB,,Cal.King Bed Headboard (17-P131),,,,,,841403139139,131,,DSC,,D
11393,CM7676EK-FBR,,"E.King Bed Footboard, Rail (17-P131)",22,,,,,841403139122,131,,DSC,,D
11394,CM7676EK-HB,,Upgolstered E.King Bed Headboard (17-P131),,,,,,841403139115,131,,DSC,,D
11396,CM7676F-FBR,,"Full Bed Footboard, Rail (17-P131)",,,,,,841403139184,131,,DSC,,D
11397,CM7676F-HB,,Full Bed Headboard (17-P131),,,,,,841403139177,131,,DSC,,D
11399,CM7676Q-FBR,,"Queen Bed Footboard, Rail (17-P131)",,,,,,841403139160,131,,DSC,,D
11400,CM7676Q-HB,,Queen Bed Headboard (17-P131),,,,,,841403139153,131,,DSC,,D
11402,CM7676T-FBR,,"Twin Bed Footboard, Rail (17-P131)",,,,,,841403139207,131,,DSC,,D
11403,CM7676T-HB,,Twin Bed Headboard (17-P131),,,,,,841403139191,131,,DSC,,D
11417,CM7677BL-T-FBR,,Twin Bed Footboard Rail (17-P120),9,,,,,841403142689,120,,DSC,,D
11418,CM7677BL-T-HB,,"Twin Bed Headboard, 13 Pc. Slats (17-P120)",8,,,,,841403142672,120,,DSC,,D
11432,CM7677GY-T-FBR,,Twin Bed Footboard Rail (17-P120),,,,,,841403142887,120,,DSC,,D
11433,CM7677GY-T-HB,,"Twin Bed Headboard, 13 Pc. Slats (17-P120)",,,,,,841403142870,120,,DSC,,D
11450,CM7677RD-CK-FBR,,Cal.King Bed Footboard Rail (17-P120),,,,,,841403142726,120,,DSC,,D
11451,CM7677RD-CK-HB,,Cal.King Bed Headboard Panel Post (17-P120),,,,,,841403142719,120,,DSC,,D
11453,CM7677RD-EK-FBR,,E.King Bed Footboard Rail (17-P120),,,,,,841403142702,120,,DSC,,D
11454,CM7677RD-EK-HB,,E.King Bed Headboard Panel Post (17-P120),,,,,,841403142696,120,,DSC,,D
11456,CM7677RD-F-FBR,,Full Bed Footboard Rail (17-P120),43,,,,,841403142764,120,,DSC,,D
11457,CM7677RD-F-HB,,Full Bed Headboardheadboard Panel Post (17-P120),42,,,,,841403142757,120,,DSC,,D
11459,CM7677RD-Q-FBR,,Queen Bed Footboard Rail (17-P120),20,,,,,841403142740,120,,DSC,,D
11460,CM7677RD-Q-HB,,Queen Bed Headboardheadboard Panel Post (17-P120),20,,,,,841403142733,120,,DSC,,D
11462,CM7677RD-T-FBR,,Twin Bed Footboard Rail (17-P120),25,,,,,841403142788,120,,DSC,,D
11463,CM7677RD-T-HB,,"Twin Bed Headboard, 13 Pc. Slats (17-P120)",24,,,,,841403142771,120,,DSC,,D
11465,CM7678BG-CK-FBR,,Cal.King Bed Footboard Rail (17-P132),,,,,,841403126207,132,,DSC,,D
11466,CM7678BG-CK-HB,,"Cal.King Bed Headboard, 39 Pc. Slats (17-P132)",,,,,,841403126191,132,,DSC,,D
11468,CM7678BG-EK-FBR,,E.King Bed Footboard Rail (17-P132),,,,,,841403126184,132,,DSC,,D
11469,CM7678BG-EK-HB,,"E.King Bed Headboard, 39 Pc. Slats (17-P132)",,,,,,841403126177,132,,DSC,,D
11470,CM7678BG-F-BED,,"FULL BED, BEIGE (18-P135)",10,,,,,18546,132,,135,,D
11483,CM7678BL-CK-FBR,,Cal.King Bed Footboard Rail (17-P132),,,,,,841403126306,132,,DSC,,D
11484,CM7678BL-CK-HB,,"Cal.King Bed Headboard, 39 Pc. Slats (17-P132)",,,,,,841403126290,132,,DSC,,D
11486,CM7678BL-EK-FBR,,E.King Bed Footboard Rail (17-P132),,,,,,841403126283,132,,DSC,,D
11487,CM7678BL-EK-HB,,"E.King Bed Headboard, 39 Pc. Slats (17-P132)",,,,,,841403126276,132,,DSC,,D
11501,CM7678GY-CK-FBR,,Cal.King Bed Footboard Rail (17-P132),,,,,,841403126405,132,,DSC,,D
11502,CM7678GY-CK-HB,,"Cal.King Bed Headboard, 39 Pc. Slats (17-P132)",,,,,,841403126399,132,,DSC,,D
11504,CM7678GY-EK-FBR,,E.King Bed Footboard Rail (17-P132),,,,,,841403126382,132,,DSC,,D
11505,CM7678GY-EK-HB,,"E.King Bed Headboard, 39 Pc. Slats (17-P132)",,,,,,841403126375,132,,DSC,,D
